Companies,Categories,City,Country,Customer Name,Market,Customer ID,Order Date,Year (OrderDate),Order ID,Order Priority,Product ID,Region,Segment,State,Discount,Profit,Sales,Shipping Cost,Target Sales
Chocolate skateboard,Classic Longboard Skateboard,San Francisco,United States,Lisa DeCherney,USCA,LD-170054,24/05/2014,2014,CA-2013-142762,Medium,FUR-FU-10003691,West,Consumer,California,0,16.302,37.1,2.38,20.748
Toy machine skateboard,Downhill Longboard Skateboard,San Francisco,United States,Paul Van Hugh,USCA,PV-189854,15/06/2014,2014,CA-2013-107216,Medium,FUR-FU-10000206,West,Home Office,California,0,4.1031,8.7,1.12,4.6269
Alien workshop,Electric Skateboard,San Francisco,United States,Paul Van Hugh,USCA,PV-189854,15/06/2014,2014,CA-2013-107216,Medium,TEC-AC-10001013,West,Home Office,California,0,9.6657,29.3,6.88,38.9557
Baker Skateboard,The Carve Skateboard,San Francisco,United States,Duane Noonan,USCA,DN-136904,27/06/2014,2014,CA-2013-114951,Medium,FUR-FU-10002364,West,Consumer,California,0,6.4206,22.1,0.92,28.5606
Girl skateboard,The Carve Skateboard,San Francisco,United States,Anna Andreadi,USCA,AA-106454,05/07/2014,2014,CA-2013-147137,High,FUR-FU-10000221,West,Consumer,California,0,8.636,25.4,4.59,34.036
Element Skateboard,The Carve Skateboard,San Francisco,United States,Raymond Buch,USCA,RB-193604,15/07/2014,2014,CA-2013-109953,Medium,FUR-FU-10000073,West,Consumer,California,0,10.164,30.8,2.13,40.964
zero skateboard,Classic Longboard Skateboard,San Francisco,United States,Tracy Collins,USCA,TC-215354,20/07/2014,2014,CA-2013-157217,Medium,TEC-AC-10003095,West,Home Office,California,0,132.5898,390,22.08,522.5598
real skateboard,Downhill Longboard Skateboard,San Francisco,United States,Ionia McGrath,USCA,IM-150554,05/09/2014,2014,CA-2013-129630,High,FUR-FU-10000260,West,Consumer,California,0,8.7372,24.3,2.69,33.0072
Plan B skateboard,Electric Skateboard,San Francisco,United States,Edward Becker,USCA,EB-137504,25/09/2014,2014,US-2013-147340,Critical,FUR-FU-10002501,West,Corporate,California,0,23.384,63.2,11.72,86.584
Santa cruz skateboard,Classic Longboard Skateboard,San Francisco,United States,Emily Ducich,USCA,ED-138854,25/10/2014,2014,CA-2013-118311,Medium,TEC-AC-10000892,West,Home Office,California,0,162,450,30.43,288
Chocolate skateboard,The Carve Skateboard,San Francisco,United States,Sonia Sunley,USCA,SS-205904,25/10/2014,2014,CA-2013-166275,High,TEC-AC-10001838,West,Consumer,California,0,85.9957,200,35.77,285.9857
Chocolate skateboard,Classic Longboard Skateboard,San Francisco,United States,Lisa Hazard,USCA,LH-170204,05/11/2014,2014,CA-2013-166443,Medium,FUR-FU-10004020,West,Consumer,California,0,16.4647,38.3,5.26,21.8253
Baker Skateboard,Downhill Longboard Skateboard,San Francisco,United States,Marina Lichtenstein,USCA,ML-173954,08/11/2014,2014,CA-2013-168830,Medium,TEC-AC-10003911,West,Corporate,California,0,163.1898,480,37.14,316.7802
Girl skateboard,Electric Skateboard,San Francisco,United States,Claudia Bergmann,USCA,CB-125354,08/11/2014,2014,CA-2013-147585,Medium,FUR-FU-10002597,West,Corporate,California,0,6.2244,14.8,1.04,21.0444
Element Skateboard,The Carve Skateboard,San Francisco,United States,Berenike Kampe,USCA,BK-112604,12/11/2014,2014,CA-2013-130799,High,FUR-FU-10001852,West,Consumer,California,0,2.2272,7,1.23,9.1872
zero skateboard,The Carve Skateboard,San Francisco,United States,Liz Pelletier,USCA,LP-170804,12/11/2014,2014,CA-2013-116722,High,FUR-FU-10001934,West,Consumer,California,0,10.9096,42,3.68,52.8696
real skateboard,The Carve Skateboard,San Francisco,United States,Carl Ludwig,USCA,CL-118904,02/12/2014,2014,US-2013-150035,Medium,FUR-FU-10003724,West,Consumer,California,0,4.3524,16.7,2.44,21.0924
Plan B skateboard,Classic Longboard Skateboard,San Francisco,United States,Lindsay Williams,USCA,LW-169904,10/03/2015,2015,CA-2014-102834,High,TEC-AC-10001908,West,Corporate,California,0,69.993,200,22.67,269.973
Santa cruz skateboard,Downhill Longboard Skateboard,San Francisco,United States,Candace McMahon,USCA,CM-118154,11/03/2015,2015,CA-2014-140494,High,TEC-AC-10004568,West,Corporate,California,0,21.2724,112,18.04,90.6876
Chocolate skateboard,Electric Skateboard,San Francisco,United States,Natalie DeCherney,USCA,ND-183704,20/03/2015,2015,CA-2014-105410,High,TEC-AC-10001552,West,Consumer,California,0,10.9494,99.5,24.31,88.5906
Toy machine skateboard,Electric Skateboard,San Francisco,United States,Natalie DeCherney,USCA,ND-183704,20/03/2015,2015,CA-2014-105410,High,TEC-AC-10002926,West,Consumer,California,0,85.9828,200,20.26,285.9428
Alien workshop,The Carve Skateboard,San Francisco,United States,Bill Eplett,USCA,BE-113354,24/03/2015,2015,CA-2014-155985,High,FUR-FU-10000758,West,Home Office,California,0,76.2624,211.8,19.61,135.5776
Baker Skateboard,Classic Longboard Skateboard,San Francisco,United States,Gary McGarr,USCA,GM-144404,23/04/2015,2015,CA-2014-135783,High,FUR-FU-10000794,West,Consumer,California,0,6.2152,18.3,1.74,24.4952
Girl skateboard,Downhill Longboard Skateboard,San Francisco,United States,Speros Goranitis,USCA,SG-206054,26/04/2015,2015,CA-2014-125381,High,TEC-AC-10000158,West,Consumer,California,0,22.6737,108,13.06,85.2963
Element Skateboard,Electric Skateboard,San Francisco,United States,Don Jones,USCA,DJ-135104,01/05/2015,2015,CA-2014-137876,High,FUR-FU-10000222,West,Corporate,California,0,21.4368,65,11.78,86.3968
zero skateboard,The Carve Skateboard,San Francisco,United States,Becky Castell,USCA,BC-111254,20/05/2015,2015,CA-2014-113530,Medium,TEC-AC-10001465,West,Home Office,California,0,10.896,36.3,3.02,25.424
real skateboard,The Carve Skateboard,San Francisco,United States,Gary Hansen,USCA,GH-144104,07/06/2015,2015,US-2014-131849,High,FUR-FU-10004164,West,Home Office,California,0,2.178,5,0.68,2.772
Plan B skateboard,The Carve Skateboard,San Francisco,United States,George Ashbrook,USCA,GA-145154,20/06/2015,2015,CA-2014-138870,Medium,FUR-FU-10002396,West,Consumer,California,0,21.1344,50.3,2.14,29.1856
Santa cruz skateboard,Classic Longboard Skateboard,San Francisco,United States,Erin Creighton,USCA,EC-140504,01/08/2015,2015,CA-2014-161102,High,FUR-FU-10003142,West,Consumer,California,0,11.4576,37,4.54,25.5024
Chocolate skateboard,Downhill Longboard Skateboard,San Francisco,United States,Bruce Degenhardt,USCA,BD-117254,04/08/2015,2015,CA-2014-168396,Medium,FUR-FU-10000723,West,Consumer,California,0,11.1564,124,12.82,135.1164
Toy machine skateboard,Electric Skateboard,San Francisco,United States,Cassandra Brandow,USCA,CB-120254,12/09/2015,2015,CA-2014-144484,High,FUR-FU-10000260,West,Consumer,California,0,11.6496,32.4,2.42,20.7104
Alien workshop,Downhill Longboard Skateboard,San Francisco,United States,Rick Duston,USCA,RD-194804,16/09/2015,2015,US-2014-116652,High,FUR-FU-10001488,West,Consumer,California,0,105.98,529.9,46.58,423.92
Chocolate skateboard,The Carve Skateboard,San Francisco,United States,Ruben Ausman,USCA,RA-198854,27/09/2015,2015,US-2014-106145,Medium,FUR-FU-10003829,West,Corporate,California,0,2.9568,9.2,0.66,6.2832
Baker Skateboard,Classic Longboard Skateboard,San Francisco,United States,Tanja Norvell,USCA,TN-210404,02/10/2015,2015,US-2014-139577,Medium,TEC-AC-10004708,West,Home Office,California,0,21.9975,104.8,5.97,126.7475
Girl skateboard,Downhill Longboard Skateboard,San Francisco,United States,Chad McGuire,USCA,CM-121154,03/10/2015,2015,CA-2014-137414,Medium,FUR-FU-10001424,West,Consumer,California,0,5.9364,17.5,1.31,11.5236
Element Skateboard,Electric Skateboard,San Francisco,United States,Neil Knudson,USCA,NK-184904,13/10/2015,2015,CA-2014-126536,Medium,TEC-AC-10003709,West,Home Office,California,0,0.4356,1,0.19,1.4256
zero skateboard,The Carve Skateboard,San Francisco,United States,Berenike Kampe,USCA,BK-112604,15/10/2015,2015,CA-2014-151183,High,TEC-AC-10003614,West,Consumer,California,0,15.2988,46.4,2.85,61.6588
real skateboard,The Carve Skateboard,San Francisco,United States,Hilary Holden,USCA,HH-150104,20/10/2015,2015,CA-2014-131492,Medium,FUR-FU-10003878,West,Corporate,California,0,10.3904,30.6,3.14,40.9504
Plan B skateboard,The Carve Skateboard,San Francisco,United States,Frank Merwin,USCA,FM-142904,07/11/2015,2015,US-2014-153948,Critical,TEC-AC-10003441,West,Home Office,California,0,1.017,17,4.57,17.967
Santa cruz skateboard,Classic Longboard Skateboard,San Francisco,United States,Tony Sayre,USCA,TS-215054,08/11/2015,2015,CA-2014-152737,Medium,TEC-AC-10004975,West,Consumer,California,0,145.134,439.8,32.86,584.934
Chocolate skateboard,Downhill Longboard Skateboard,San Francisco,United States,Liz Pelletier,USCA,LP-170804,21/11/2015,2015,CA-2014-118731,High,FUR-FU-10003347,West,Consumer,California,0,16.614,42.6,1.7,59.214
Toy machine skateboard,Electric Skateboard,San Francisco,United States,John Lee,USCA,JL-158354,25/11/2015,2015,CA-2014-164028,Medium,TEC-AC-10001772,West,Consumer,California,0,87.1962,223.6,7.42,310.7762
Alien workshop,Electric Skateboard,San Francisco,United States,Lindsay Williams,USCA,LW-169904,28/11/2015,2015,CA-2014-101245,Medium,TEC-AC-10001284,West,Corporate,California,0,59.8176,166.2,15.24,106.3424
Baker Skateboard,The Carve Skateboard,San Francisco,United States,Maria Zettner,USCA,MZ-173354,01/12/2015,2015,CA-2014-107314,Critical,FUR-FU-10003489,West,Home Office,California,0,9.5571,25.8,6.58,16.2729
Girl skateboard,Classic Longboard Skateboard,San Francisco,United States,Keith Herrera,USCA,KH-165104,09/12/2015,2015,CA-2014-117457,Medium,TEC-AC-10000158,West,Consumer,California,0,37.7895,180,7.33,142.1605
Element Skateboard,Downhill Longboard Skateboard,San Francisco,United States,Emily Phan,USCA,EP-139154,14/12/2015,2015,CA-2014-122770,Medium,FUR-FU-10001473,West,Consumer,California,0,54.2808,201,13.44,255.3208
zero skateboard,Electric Skateboard,San Francisco,United States,Damala Kotsonis,USCA,DK-128354,26/03/2012,2012,CA-2011-141838,High,OFF-AR-10004272,West,Corporate,California,0,0.84,3.4,0.19,4.2
real skateboard,The Carve Skateboard,San Francisco,United States,Nathan Mautz,USCA,NM-184454,23/04/2012,2012,CA-2011-111857,Medium,OFF-PA-10001878,West,Home Office,California,0,22.9877,48.9,4.34,71.8977
Plan B skateboard,The Carve Skateboard,San Francisco,United States,Roger Demir,USCA,RD-197204,20/07/2012,2012,CA-2011-157546,High,OFF-PA-10004569,West,Consumer,California,0,10.7301,22.8,6.37,12.0999
Santa cruz skateboard,The Carve Skateboard,San Francisco,United States,Naresj Patel,USCA,NP-183254,22/07/2012,2012,CA-2011-117464,High,OFF-AR-10003190,West,Consumer,California,0,3.2256,11.5,1.92,8.2944
Chocolate skateboard,Classic Longboard Skateboard,San Francisco,United States,Naresj Patel,USCA,NP-183254,22/07/2012,2012,CA-2011-117464,High,OFF-ST-10003058,West,Consumer,California,0,68.585,236.5,28.62,305.085
Chocolate skateboard,Downhill Longboard Skateboard,San Francisco,United States,Ken Lonsdale,USCA,KL-166454,25/07/2012,2012,CA-2011-143917,High,OFF-ST-10001228,West,Consumer,California,0,15.0416,53.7,5.53,68.7616
Baker Skateboard,Electric Skateboard,San Francisco,United States,Ken Lonsdale,USCA,KL-166454,25/07/2012,2012,CA-2011-143917,High,OFF-SU-10000151,West,Consumer,California,0,327.506,8187.7,16.77,7860.144
Girl skateboard,The Carve Skateboard,San Francisco,United States,Zuschuss Donatelli,USCA,ZD-219254,27/08/2012,2012,CA-2011-143336,High,OFF-AR-10003056,West,Consumer,California,0,2.4824,8.6,1.58,11.0424
Element Skateboard,Classic Longboard Skateboard,San Francisco,United States,Hilary Holden,USCA,HH-150104,29/08/2012,2012,CA-2011-135699,Medium,OFF-PA-10004475,West,Corporate,California,0,53.8608,109.9,6.2,163.7808
zero skateboard,Downhill Longboard Skateboard,San Francisco,United States,Hilary Holden,USCA,HH-150104,29/08/2012,2012,CA-2011-135699,Medium,OFF-PA-10003001,West,Corporate,California,0,6.4128,13.4,2.21,6.9472
real skateboard,Electric Skateboard,San Francisco,United States,Victoria Pisteka,USCA,VP-217604,06/09/2012,2012,CA-2011-130449,Medium,OFF-LA-10001934,West,Corporate,California,0,27.4856,58.5,3.81,30.9944
Plan B skateboard,The Carve Skateboard,San Francisco,United States,Jim Kriz,USCA,JK-156404,19/09/2012,2012,CA-2011-159849,High,OFF-FA-10000053,West,Home Office,California,0,0.1134,5.7,0.67,5.5566
Santa cruz skateboard,The Carve Skateboard,San Francisco,United States,Rachel Payne,USCA,RP-192704,19/10/2012,2012,CA-2011-155264,Medium,OFF-LA-10002787,West,Corporate,California,0,9,18.8,2.31,27.75
Chocolate skateboard,The Carve Skateboard,San Francisco,United States,Rachel Payne,USCA,RP-192704,19/10/2012,2012,CA-2011-155264,Medium,OFF-PA-10003228,West,Corporate,California,0,68.9631,146.7,7.86,77.7669
Toy machine skateboard,Classic Longboard Skateboard,San Francisco,United States,Jeremy Pistek,USCA,JP-155204,09/11/2012,2012,CA-2011-144666,Critical,OFF-PA-10001509,West,Consumer,California,0,28.819,62.7,21.97,33.831
Alien workshop,Downhill Longboard Skateboard,San Francisco,United States,Jeremy Pistek,USCA,JP-155204,09/11/2012,2012,CA-2011-144666,Critical,OFF-PA-10003465,West,Consumer,California,0,45.528,94.9,28.78,140.378
Baker Skateboard,Electric Skateboard,San Francisco,United States,Jeremy Pistek,USCA,JP-155204,09/11/2012,2012,CA-2011-144666,Critical,OFF-ST-10001321,West,Consumer,California,0,24.9804,92.5,21.12,67.5396
Girl skateboard,Electric Skateboard,San Francisco,United States,Jeremy Pistek,USCA,JP-155204,09/11/2012,2012,CA-2011-144666,Critical,OFF-ST-10002743,West,Consumer,California,0,3.4092,340.9,51.9,344.3292
Element Skateboard,The Carve Skateboard,San Francisco,United States,Scott Cohen,USCA,SC-202604,15/11/2012,2012,CA-2011-128622,Critical,OFF-SU-10001574,West,Corporate,California,0,3.285,11,2.3,14.235
zero skateboard,Classic Longboard Skateboard,San Francisco,United States,Thomas Seio,USCA,TS-212054,17/11/2012,2012,CA-2011-140662,High,OFF-AP-10001242,West,Corporate,California,0,72.432,241.4,14.77,313.872
real skateboard,Downhill Longboard Skateboard,San Francisco,United States,Thomas Seio,USCA,TS-212054,17/11/2012,2012,CA-2011-140662,High,OFF-PA-10003395,West,Corporate,California,0,352.296,734,121.19,381.654
Plan B skateboard,Electric Skateboard,San Francisco,United States,Sheri Gordon,USCA,SG-204704,28/11/2012,2012,CA-2011-159800,High,OFF-AP-10004859,West,Consumer,California,0,11.7936,43.7,3.95,55.4736
Santa cruz skateboard,The Carve Skateboard,San Francisco,United States,Duane Huffman,USCA,DH-136754,28/11/2012,2012,CA-2011-105249,Medium,OFF-LA-10002043,West,Home Office,California,0,19.872,41.4,3.39,21.528
Chocolate skateboard,The Carve Skateboard,San Francisco,United States,Duane Huffman,USCA,DH-136754,28/11/2012,2012,CA-2011-105249,Medium,OFF-SU-10001225,West,Home Office,California,0,0.1472,7.4,1.36,7.5072
Toy machine skateboard,The Carve Skateboard,San Francisco,United States,Erica Hernandez,USCA,EH-140054,07/12/2012,2012,CA-2011-154592,Critical,OFF-PA-10000062,West,Home Office,California,0,80.7912,164.9,61.23,245.6712
Alien workshop,Classic Longboard Skateboard,San Francisco,United States,Lena Cacioppo,USCA,LC-168704,03/05/2013,2013,CA-2012-150770,Critical,OFF-AR-10001246,West,Consumer,California,0,2.5578,8.8,2.23,11.3778
Chocolate skateboard,Downhill Longboard Skateboard,San Francisco,United States,Nick Zandusky,USCA,NZ-185654,21/08/2013,2013,CA-2012-144267,High,OFF-PA-10000157,West,Home Office,California,0,28.1718,59.9,14.54,31.7682
Baker Skateboard,Electric Skateboard,San Francisco,United States,Nick Zandusky,USCA,NZ-185654,21/08/2013,2013,CA-2012-144267,High,OFF-PA-10003657,West,Home Office,California,0,1.926,4.3,0.68,6.206
Girl skateboard,Downhill Longboard Skateboard,San Francisco,United States,Nick Zandusky,USCA,NZ-185654,21/08/2013,2013,CA-2012-144267,High,OFF-PA-10001947,West,Home Office,California,0,11.7208,23.9,3.28,12.1992
Element Skateboard,The Carve Skateboard,San Francisco,United States,Rick Huthwaite,USCA,RH-195104,27/09/2013,2013,CA-2012-167255,High,OFF-PA-10002377,West,Home Office,California,0,73.41,146.8,16.78,73.41
zero skateboard,Classic Longboard Skateboard,San Francisco,United States,Rick Huthwaite,USCA,RH-195104,27/09/2013,2013,CA-2012-167255,High,OFF-PA-10003441,West,Home Office,California,0,6.2208,13,1.41,19.1808
real skateboard,Downhill Longboard Skateboard,San Francisco,United States,Rick Huthwaite,USCA,RH-195104,27/09/2013,2013,CA-2012-167255,High,OFF-ST-10001328,West,Home Office,California,0,4.3428,15.5,1.95,11.1672
Plan B skateboard,Electric Skateboard,San Francisco,United States,Henry Goldwyn,USCA,HG-149654,28/09/2013,2013,CA-2012-169201,Critical,OFF-AP-10002082,West,Corporate,California,0,15.246,43.6,17.63,28.314
Santa cruz skateboard,The Carve Skateboard,San Francisco,United States,Henry Goldwyn,USCA,HG-149654,28/09/2013,2013,CA-2012-169201,Critical,OFF-AP-10000696,West,Corporate,California,0,14.2758,43.3,12.13,57.5358
Chocolate skateboard,The Carve Skateboard,San Francisco,United States,Alex Avila,USCA,AA-103154,04/10/2013,2013,CA-2012-121391,Critical,OFF-ST-10001590,West,Consumer,California,0,7.0096,27,5.23,19.9504
Toy machine skateboard,The Carve Skateboard,San Francisco,United States,Denny Joy,USCA,DJ-134204,10/10/2013,2013,CA-2012-109736,Medium,OFF-PA-10004101,West,Corporate,California,0,21.7728,45.4,3.86,23.5872
Alien workshop,Classic Longboard Skateboard,San Francisco,United States,Justin MacKendrick,USCA,JM-161954,05/11/2013,2013,CA-2012-145485,High,OFF-ST-10000649,West,Consumer,California,0,15.7,62.8,11.68,78.5
Baker Skateboard,Downhill Longboard Skateboard,San Francisco,United States,Ashley Jarboe,USCA,AJ-109454,28/11/2013,2013,CA-2012-164497,Medium,OFF-AP-10004655,West,Consumer,California,0,15.3952,45.3,0.16,29.8848
Girl skateboard,Electric Skateboard,San Francisco,United States,Steven Cartwright,USCA,SC-207254,30/01/2014,2014,CA-2013-153661,Medium,OFF-LA-10004689,West,Consumer,California,0,12.2247,26,2.51,38.2347
Element Skateboard,Electric Skateboard,San Francisco,United States,Steven Cartwright,USCA,SC-207254,30/01/2014,2014,CA-2013-153661,Medium,OFF-ST-10000675,West,Consumer,California,0,76.2525,305,34.33,228.7575
zero skateboard,The Carve Skateboard,San Francisco,United States,Greg Tran,USCA,GT-147104,19/02/2014,2014,CA-2013-106460,Critical,OFF-PA-10001736,West,Consumer,California,0,33.3136,70.9,11.01,37.5664
real skateboard,Classic Longboard Skateboard,San Francisco,United States,Theresa Swint,USCA,TS-211604,04/03/2014,2014,CA-2013-120005,High,OFF-SU-10004782,West,Corporate,California,0,7.605,25.4,3.5,17.745
Plan B skateboard,Downhill Longboard Skateboard,San Francisco,United States,Dean Katz,USCA,DK-132254,13/03/2014,2014,CA-2013-127138,Medium,OFF-AP-10003842,West,Corporate,California,0,40.274,154.9,6.36,114.626
Santa cruz skateboard,Electric Skateboard,San Francisco,United States,Dean Katz,USCA,DK-132254,13/03/2014,2014,CA-2013-127138,Medium,OFF-EN-10004459,West,Corporate,California,0,14.9744,30.6,1.8,45.5344
Chocolate skateboard,The Carve Skateboard,San Francisco,United States,Dean Katz,USCA,DK-132254,13/03/2014,2014,CA-2013-127138,Medium,OFF-ST-10002756,West,Corporate,California,0,6.7655,676.6,18.47,669.7845
Chocolate skateboard,The Carve Skateboard,San Francisco,United States,Edward Hooks,USCA,EH-137654,14/03/2014,2014,CA-2013-136301,Critical,OFF-SU-10000151,West,Corporate,California,0,196.5036,4912.6,56.09,5109.0936
Baker Skateboard,The Carve Skateboard,San Francisco,United States,Susan Pistek,USCA,SP-209204,14/04/2014,2014,CA-2013-152800,High,OFF-EN-10001509,West,Consumer,California,0,2.8764,6.1,1.23,3.2436
Girl skateboard,Classic Longboard Skateboard,San Francisco,United States,Paul Van Hugh,USCA,PV-189854,15/06/2014,2014,CA-2013-107216,Medium,OFF-AR-10001545,West,Home Office,California,0,2.0416,7,1.61,9.0816
Element Skateboard,Downhill Longboard Skateboard,San Francisco,United States,Paul Van Hugh,USCA,PV-189854,15/06/2014,2014,CA-2013-107216,Medium,OFF-AR-10002255,West,Home Office,California,0,2.5056,8.6,1.8,6.1344
zero skateboard,Electric Skateboard,San Francisco,United States,Karen Carlisle,USCA,KC-162554,20/06/2014,2014,CA-2013-105760,Medium,OFF-PA-10000350,West,Corporate,California,0,8.0464,17.1,1.14,25.1664
real skateboard,The Carve Skateboard,San Francisco,United States,Ruben Dartt,USCA,RD-199004,24/06/2014,2014,CA-2013-140382,High,OFF-LA-10001934,West,Consumer,California,0,10.3071,21.9,3.38,11.6229
Plan B skateboard,Classic Longboard Skateboard,San Francisco,United States,Ruben Dartt,USCA,RD-199004,24/06/2014,2014,CA-2013-140382,High,OFF-PA-10001019,West,Consumer,California,0,9.3906,20,2.95,29.3706
Santa cruz skateboard,Downhill Longboard Skateboard,San Francisco,United States,Ruben Dartt,USCA,RD-199004,24/06/2014,2014,CA-2013-140382,High,OFF-ST-10003638,West,Consumer,California,0,25.2936,93.7,13.19,68.3864
Chocolate skateboard,Electric Skateboard,San Francisco,United States,Anna Andreadi,USCA,AA-106454,05/07/2014,2014,CA-2013-147137,High,OFF-EN-10003567,West,Consumer,California,0,20.6612,44,5.16,23.2988
Toy machine skateboard,The Carve Skateboard,San Francisco,United States,Anna Andreadi,USCA,AA-106454,05/07/2014,2014,CA-2013-147137,High,OFF-ST-10002486,West,Consumer,California,0,0.5584,27.9,5.79,28.4784
Alien workshop,The Carve Skateboard,San Francisco,United States,Dionis Lloyd,USCA,DL-134954,23/07/2014,2014,CA-2013-144855,Critical,OFF-LA-10003766,West,Corporate,California,0,3.024,6.3,1.6,3.276
Baker Skateboard,The Carve Skateboard,San Francisco,United States,Becky Castell,USCA,BC-111254,26/07/2014,2014,CA-2013-149335,Critical,OFF-AR-10001419,West,Home Office,California,0,11.151,37.2,12.15,26.019
Girl skateboard,Classic Longboard Skateboard,San Francisco,United States,Rob Williams,USCA,RW-196304,31/07/2014,2014,CA-2013-112585,Medium,OFF-AP-10003849,West,Corporate,California,0,178.91,715.6,113.49,536.73
Element Skateboard,Downhill Longboard Skateboard,San Francisco,United States,Cynthia Voltz,USCA,CV-128054,02/09/2014,2014,CA-2013-120859,Medium,OFF-EN-10001335,West,Corporate,California,0,10.94,21.9,1.9,32.82
zero skateboard,Electric Skateboard,San Francisco,United States,Sam Zeldin,USCA,SZ-200354,03/09/2014,2014,CA-2013-113096,High,OFF-ST-10003455,West,Home Office,California,0,12.0978,46.5,6.54,34.4322
real skateboard,Electric Skateboard,San Francisco,United States,Chuck Clark,USCA,CC-124304,20/09/2014,2014,US-2013-114888,Medium,OFF-SU-10001212,West,Home Office,California,0,1.872,6.2,0.19,4.368
Plan B skateboard,The Carve Skateboard,San Francisco,United States,Alejandro Savely,USCA,AS-102854,29/10/2014,2014,CA-2013-134775,High,OFF-PA-10004734,West,Corporate,California,0,25.48,51,6.12,76.44
Santa cruz skateboard,Classic Longboard Skateboard,San Francisco,United States,Rose O'Brian,USCA,RO-197804,11/11/2014,2014,CA-2013-152940,Medium,OFF-ST-10000352,West,Consumer,California,0,4.461,29.7,8.14,25.279
Chocolate skateboard,Downhill Longboard Skateboard,San Francisco,United States,Pamela Coakley,USCA,PC-187454,11/11/2014,2014,CA-2013-105494,High,OFF-ST-10002205,West,Corporate,California,0,42.0714,155.8,47.91,113.7486
Toy machine skateboard,Electric Skateboard,San Francisco,United States,Chuck Clark,USCA,CC-124304,11/11/2014,2014,CA-2013-163384,High,OFF-PA-10003172,West,Home Office,California,0,15.552,32.4,2.4,16.848
Alien workshop,The Carve Skateboard,San Francisco,United States,Heather Jas,USCA,HJ-148754,18/11/2014,2014,CA-2013-118500,High,OFF-SU-10004231,West,Home Office,California,0,13.365,49.5,11.65,36.135
Chocolate skateboard,The Carve Skateboard,San Francisco,United States,Doug Bickford,USCA,DB-136154,09/12/2014,2014,CA-2013-115224,High,OFF-ST-10003816,West,Consumer,California,0,81.0474,352.4,13.24,433.4274
Baker Skateboard,The Carve Skateboard,San Francisco,United States,Doug Bickford,USCA,DB-136154,09/12/2014,2014,CA-2013-115224,High,OFF-ST-10000615,West,Consumer,California,0,9.534,34.1,4.8,24.516
Girl skateboard,Classic Longboard Skateboard,San Francisco,United States,Michael Moore,USCA,MM-179204,31/01/2015,2015,CA-2014-164329,Medium,OFF-ST-10001511,West,Consumer,California,0,6.465,129.3,6.57,135.765
Element Skateboard,Downhill Longboard Skateboard,San Francisco,United States,Sally Hughsby,USCA,SH-199754,07/03/2015,2015,CA-2014-125101,High,OFF-ST-10000675,West,Corporate,California,0,16.945,67.8,4.24,84.725
zero skateboard,Electric Skateboard,San Francisco,United States,Michelle Moray,USCA,MM-180554,09/05/2015,2015,US-2014-104451,High,OFF-AP-10000692,West,Consumer,California,0,22.7024,81.1,9.98,58.3776
real skateboard,Downhill Longboard Skateboard,San Francisco,United States,Becky Castell,USCA,BC-111254,20/05/2015,2015,CA-2014-113530,Medium,OFF-AR-10001315,West,Home Office,California,0,1.0208,3.5,0.19,2.4992
Plan B skateboard,The Carve Skateboard,San Francisco,United States,Becky Castell,USCA,BC-111254,20/05/2015,2015,CA-2014-113530,Medium,OFF-AR-10000122,West,Home Office,California,0,1.395,5.6,0.41,6.975
Santa cruz skateboard,Classic Longboard Skateboard,San Francisco,United States,Troy Staebel,USCA,TS-216104,17/06/2015,2015,CA-2014-105214,Medium,OFF-PA-10001776,West,Consumer,California,0,8.7138,18.5,0.07,27.2538
Chocolate skateboard,Downhill Longboard Skateboard,San Francisco,United States,Kean Thornton,USCA,KT-164804,25/06/2015,2015,CA-2014-159107,Critical,OFF-FA-10001332,West,Consumer,California,0,1.3536,2.9,0.39,4.2336
Toy machine skateboard,Electric Skateboard,San Francisco,United States,Erin Creighton,USCA,EC-140504,01/08/2015,2015,CA-2014-161102,High,OFF-ST-10003442,West,Consumer,California,0,15.2712,56.6,6.74,71.8312
Alien workshop,The Carve Skateboard,San Francisco,United States,Eric Murdock,USCA,EM-139604,02/08/2015,2015,CA-2014-168942,Medium,OFF-ST-10004340,West,Consumer,California,0,50.3658,186.5,7.56,236.9058
Baker Skateboard,The Carve Skateboard,San Francisco,United States,Bruce Degenhardt,USCA,BD-117254,04/08/2015,2015,CA-2014-168396,Medium,OFF-LA-10001297,West,Consumer,California,0,24.84,51.8,1.41,26.91
Girl skateboard,The Carve Skateboard,San Francisco,United States,Jay Kimmel,USCA,JK-153704,14/08/2015,2015,US-2014-103828,High,OFF-AP-10004249,West,Consumer,California,0,22.6233,83.8,7.79,61.1667
Element Skateboard,Classic Longboard Skateboard,San Francisco,United States,Jay Kimmel,USCA,JK-153704,14/08/2015,2015,US-2014-103828,High,OFF-AR-10000588,West,Consumer,California,0,15.4752,59.5,8.59,74.9952
zero skateboard,Downhill Longboard Skateboard,San Francisco,United States,Jay Kimmel,USCA,JK-153704,14/08/2015,2015,US-2014-103828,High,OFF-ST-10001325,West,Consumer,California,0,8.4888,31.4,5.67,22.9512
real skateboard,Electric Skateboard,San Francisco,United States,Jay Kimmel,USCA,JK-153704,14/08/2015,2015,US-2014-103828,High,OFF-SU-10000946,West,Consumer,California,0,9.2568,31.9,5.4,41.1768
